,Unnamed: 0,uid,path,shimmer_std,energy_frequency_domain,fundamental_frequency,formant_frequency
202,202,efld,../drive/MyDrive/Explainability/Data/LPF_train_audios/efld.wav,0.65567636,82.72586755703091,0.2094723,0.117290564
203,203,slcg,../drive/MyDrive/Explainability/Data/LPF_train_audios/slcg.wav,0.59714013,87.11769922243661,0.3501485,0.107211396
204,204,wvtx,../drive/MyDrive/Explainability/Data/LPF_train_audios/wvtx.wav,0.6684907,89.353179453882,0.1909294,0.108773574
205,205,pdyc,../drive/MyDrive/Explainability/Data/LPF_train_audios/pdyc.wav,0.5951493,81.64730421933245,0.09648669,0.08477199
206,206,tbcn,../drive/MyDrive/Explainability/Data/LPF_train_audios/tbcn.wav,0.7700244,82.30616114362915,0.17382324,0.12254978
207,207,bdtr,../drive/MyDrive/Explainability/Data/LPF_train_audios/bdtr.wav,0.61619514,83.05057384412365,0.20511869,0.10140015
208,208,wpmt,../drive/MyDrive/Explainability/Data/LPF_train_audios/wpmt.wav,0.5732627,88.27197942751839,0.2947422,0.10475158
209,209,jjrz,../drive/MyDrive/Explainability/Data/LPF_train_audios/jjrz.wav,0.57919425,79.56305980353234,0.20262846,0.11782321
210,210,obvt,../drive/MyDrive/Explainability/Data/LPF_train_audios/obvt.wav,0.5771163,73.81167581211119,0.15927754,0.09008888
211,211,pyki,../drive/MyDrive/Explainability/Data/LPF_train_audios/pyki.wav,0.575727,73.74050417536967,0.2372463,0.09304859
212,212,lvap,../drive/MyDrive/Explainability/Data/LPF_train_audios/lvap.wav,0.62256527,88.89017242489652,0.30704227,0.11132365
213,213,kiyf,../drive/MyDrive/Explainability/Data/LPF_train_audios/kiyf.wav,0.7545529,91.48128101508105,0.13721867,0.120688565
214,214,giet,../drive/MyDrive/Explainability/Data/LPF_train_audios/giet.wav,0.6091213,88.40910289713457,0.14550126,0.09376335
215,215,ystb,../drive/MyDrive/Explainability/Data/LPF_train_audios/ystb.wav,0.76229626,77.3865228619539,0.17084806,0.124106765
216,216,ouua,../drive/MyDrive/Explainability/Data/LPF_train_audios/ouua.wav,0.60225713,86.68748095539709,0.15411247,0.10973019
217,217,qbzk,../drive/MyDrive/Explainability/Data/LPF_train_audios/qbzk.wav,0.6315492,80.72760820454107,0.24047768,0.10624198
218,218,fmof,../drive/MyDrive/Explainability/Data/LPF_train_audios/fmof.wav,0.593668,80.61539382273895,0.30770203,0.12700067
219,219,jrbu,../drive/MyDrive/Explainability/Data/LPF_train_audios/jrbu.wav,0.7341476,86.41053449299967,0.14257084,0.13129549
220,220,mfai,../drive/MyDrive/Explainability/Data/LPF_train_audios/mfai.wav,0.5945043,86.55739166197732,0.17611754,0.103125
221,221,alrq,../drive/MyDrive/Explainability/Data/LPF_train_audios/alrq.wav,0.66356176,80.68421824122218,0.1343548,0.10167555
222,222,omli,../drive/MyDrive/Explainability/Data/LPF_train_audios/omli.wav,0.6824167,90.36279396087984,0.11740512,0.112113915
223,223,ffgq,../drive/MyDrive/Explainability/Data/LPF_train_audios/ffgq.wav,0.6096573,82.61178362253389,0.33107704,0.108906515
224,224,ewts,../drive/MyDrive/Explainability/Data/LPF_train_audios/ewts.wav,0.5810748,82.21670879635242,0.23314922,0.097696654
225,225,pccw,../drive/MyDrive/Explainability/Data/LPF_train_audios/pccw.wav,0.69333255,87.22368261494687,0.15513858,0.08383437
226,226,oaav,../drive/MyDrive/Explainability/Data/LPF_train_audios/oaav.wav,0.8165299,83.24292506459204,0.19399503,0.1315747
227,227,djjn,../drive/MyDrive/Explainability/Data/LPF_train_audios/djjn.wav,0.64969766,73.80419766911932,0.21150342,0.10819406
228,228,xmmh,../drive/MyDrive/Explainability/Data/LPF_train_audios/xmmh.wav,0.66090065,83.97332640228811,0.17119887,0.104079805
229,229,ttfu,../drive/MyDrive/Explainability/Data/LPF_train_audios/ttfu.wav,0.71540606,80.49416713189342,0.19336845,0.089834206
230,230,atmc,../drive/MyDrive/Explainability/Data/LPF_train_audios/atmc.wav,0.7584147,95.10766356524236,0.23722045,0.08343912
231,231,mmcr,../drive/MyDrive/Explainability/Data/LPF_train_audios/mmcr.wav,0.58269745,78.888999135816,0.16511837,0.09311567
232,232,chdv,../drive/MyDrive/Explainability/Data/LPF_train_audios/chdv.wav,0.6797097,96.18592319233572,0.24208263,0.10071596
233,233,xqrd,../drive/MyDrive/Explainability/Data/LPF_train_audios/xqrd.wav,0.57667917,82.34979798758371,0.35636792,0.101022825
234,234,nuum,../drive/MyDrive/Explainability/Data/LPF_train_audios/nuum.wav,0.5752921,88.7143927056014,0.25156718,0.095741905
235,235,ytli,../drive/MyDrive/Explainability/Data/LPF_train_audios/ytli.wav,0.5886377,86.49089881416296,0.19069219,0.09211615
236,236,oypd,../drive/MyDrive/Explainability/Data/LPF_train_audios/oypd.wav,0.6302245,89.31606115581451,0.2000157,0.10986257
237,237,nyrj,../drive/MyDrive/Explainability/Data/LPF_train_audios/nyrj.wav,0.5535821,76.85846165346491,0.26721972,0.1100897
238,238,kyiv,../drive/MyDrive/Explainability/Data/LPF_train_audios/kyiv.wav,0.6550106,81.37403835013173,0.12490455,0.102468684
239,239,hfzf,../drive/MyDrive/Explainability/Data/LPF_train_audios/hfzf.wav,0.63022774,80.36262222530402,0.24493125,0.09692338
240,240,cyeh,../drive/MyDrive/Explainability/Data/LPF_train_audios/cyeh.wav,0.65604097,89.33390725462387,0.19970433,0.09764233
241,241,lnle,../drive/MyDrive/Explainability/Data/LPF_train_audios/lnle.wav,0.6381761,84.89366891616298,0.15655918,0.09535006
242,242,kusx,../drive/MyDrive/Explainability/Data/LPF_train_audios/kusx.wav,0.5529043,91.82668923939012,0.13382949,0.097636804
243,243,bbki,../drive/MyDrive/Explainability/Data/LPF_train_audios/bbki.wav,0.5856228,84.0314143576114,0.31035268,0.07485704
244,244,fmlw,../drive/MyDrive/Explainability/Data/LPF_train_audios/fmlw.wav,0.85073847,89.9886091223358,0.14411794,0.09093238
245,245,izqr,../drive/MyDrive/Explainability/Data/LPF_train_audios/izqr.wav,0.68820566,79.91518678540432,0.3183172,0.111453824
246,246,jxyp,../drive/MyDrive/Explainability/Data/LPF_train_audios/jxyp.wav,0.67426556,74.50494865308133,0.17710327,0.09443707
247,247,kwqg,../drive/MyDrive/Explainability/Data/LPF_train_audios/kwqg.wav,0.61877793,75.02855926591626,0.2851814,0.09137829
248,248,tlly,../drive/MyDrive/Explainability/Data/LPF_train_audios/tlly.wav,0.51256144,89.51588001553094,0.13227072,0.108076245
249,249,gwby,../drive/MyDrive/Explainability/Data/LPF_train_audios/gwby.wav,0.5609821,96.37202562797484,0.24429697,0.09225719
250,250,mgfh,../drive/MyDrive/Explainability/Data/LPF_train_audios/mgfh.wav,0.60119885,90.08123061416681,0.18540524,0.091661476
251,251,khvp,../drive/MyDrive/Explainability/Data/LPF_train_audios/khvp.wav,0.5617941,82.35767650743799,0.46561456,0.08316891
252,252,ipbv,../drive/MyDrive/Explainability/Data/LPF_train_audios/ipbv.wav,0.7045031,79.58351177809558,0.11838678,0.080785856
253,253,vclo,../drive/MyDrive/Explainability/Data/LPF_train_audios/vclo.wav,0.7059382,83.58707758598297,0.121234216,0.09322085
254,254,oniv,../drive/MyDrive/Explainability/Data/LPF_train_audios/oniv.wav,0.6838963,89.8931520372394,0.28096005,0.111516654
255,255,kpai,../drive/MyDrive/Explainability/Data/LPF_train_audios/kpai.wav,0.6905995,86.13200359081615,0.16903786,0.095998794
256,256,wbtx,../drive/MyDrive/Explainability/Data/LPF_train_audios/wbtx.wav,0.61722577,80.12098596545798,0.24200633,0.0901152
257,257,ncmg,../drive/MyDrive/Explainability/Data/LPF_train_audios/ncmg.wav,0.61813754,86.04686874677452,0.22946031,0.0771855
258,258,fora,../drive/MyDrive/Explainability/Data/LPF_train_audios/fora.wav,0.6677657,79.32189048464329,0.20962478,0.09287129
259,259,ipru,../drive/MyDrive/Explainability/Data/LPF_train_audios/ipru.wav,0.7623262,86.93214380359693,0.13235646,0.09487156
260,260,qbvd,../drive/MyDrive/Explainability/Data/LPF_train_audios/qbvd.wav,0.5927638,78.52611361129631,0.16883339,0.09757322
261,261,rall,../drive/MyDrive/Explainability/Data/LPF_train_audios/rall.wav,0.6024432,75.13053242763655,0.28760117,0.095352
262,262,ykgr,../drive/MyDrive/Explainability/Data/LPF_train_audios/ykgr.wav,0.5755072,82.48104647000898,0.23857714,0.08627072
263,263,sews,../drive/MyDrive/Explainability/Data/LPF_train_audios/sews.wav,0.6582195,81.97237930879105,0.16231455,0.086170614
264,264,iawr,../drive/MyDrive/Explainability/Data/LPF_train_audios/iawr.wav,0.6534408,85.1674721547326,0.17005672,0.10448791
265,265,owie,../drive/MyDrive/Explainability/Data/LPF_train_audios/owie.wav,0.70444745,80.83917380857913,0.23946118,0.09348994
266,266,zsdf,../drive/MyDrive/Explainability/Data/LPF_train_audios/zsdf.wav,0.64743805,80.2830589406794,0.22713284,0.11211354
267,267,wvxl,../drive/MyDrive/Explainability/Data/LPF_train_audios/wvxl.wav,0.68583906,78.97504991961054,0.18567581,0.08473685
268,268,kmup,../drive/MyDrive/Explainability/Data/LPF_train_audios/kmup.wav,0.6288933,81.45859307777573,0.08492362,0.08893345
269,269,kqyv,../drive/MyDrive/Explainability/Data/LPF_train_audios/kqyv.wav,0.59365773,78.56255206340832,0.25532773,0.089515
270,270,rcts,../drive/MyDrive/Explainability/Data/LPF_train_audios/rcts.wav,0.5452,76.749170040286,0.20943378,0.11205584
271,271,laum,../drive/MyDrive/Explainability/Data/LPF_train_audios/laum.wav,0.58404505,82.04140568207907,0.23717114,0.0912396
272,272,ggme,../drive/MyDrive/Explainability/Data/LPF_train_audios/ggme.wav,0.7374228,78.7616153944353,0.12984367,0.11043362
273,273,zhoa,../drive/MyDrive/Explainability/Data/LPF_train_audios/zhoa.wav,0.62504727,77.88120222674668,0.31016603,0.10140924
274,274,brou,../drive/MyDrive/Explainability/Data/LPF_train_audios/brou.wav,0.5830718,90.18589334720298,0.22253397,0.09419721
275,275,nisr,../drive/MyDrive/Explainability/Data/LPF_train_audios/nisr.wav,0.57271457,76.44036852835967,0.29328337,0.0817109
276,276,ufpr,../drive/MyDrive/Explainability/Data/LPF_train_audios/ufpr.wav,0.6195604,76.85706171011824,0.17706706,0.0870632
277,277,uavg,../drive/MyDrive/Explainability/Data/LPF_train_audios/uavg.wav,0.6011994,78.86691391526658,0.3516677,0.10922393
278,278,uihj,../drive/MyDrive/Explainability/Data/LPF_train_audios/uihj.wav,0.5587521,80.78353937699407,0.34531638,0.091481455
279,279,qgbk,../drive/MyDrive/Explainability/Data/LPF_train_audios/qgbk.wav,0.52640253,72.02846496997444,0.21057938,0.069705345
280,280,wuxr,../drive/MyDrive/Explainability/Data/LPF_train_audios/wuxr.wav,0.7510362,88.3099529593332,0.12534615,0.08498709
281,281,sohk,../drive/MyDrive/Explainability/Data/LPF_train_audios/sohk.wav,0.59689337,83.12177513716749,0.2294469,0.0940979
282,282,kkbg,../drive/MyDrive/Explainability/Data/LPF_train_audios/kkbg.wav,0.6306306,76.94848352803996,0.35425356,0.092119314
283,283,qejc,../drive/MyDrive/Explainability/Data/LPF_train_audios/qejc.wav,0.62387115,86.37628529930168,0.12685037,0.11468617
284,284,ppsd,../drive/MyDrive/Explainability/Data/LPF_train_audios/ppsd.wav,0.632281,78.52737263388441,0.15032831,0.102025576
285,285,ooxt,../drive/MyDrive/Explainability/Data/LPF_train_audios/ooxt.wav,0.6299896,94.84687411309623,0.19835523,0.11617383
286,286,gphj,../drive/MyDrive/Explainability/Data/LPF_train_audios/gphj.wav,0.68227965,80.73707262347438,0.11619917,0.095212996
287,287,bkju,../drive/MyDrive/Explainability/Data/LPF_train_audios/bkju.wav,0.55966747,98.31784615505575,0.10607496,0.11371954
288,288,jmds,../drive/MyDrive/Explainability/Data/LPF_train_audios/jmds.wav,0.5922821,76.30337574396884,0.2600422,0.09664272
289,289,nvyd,../drive/MyDrive/Explainability/Data/LPF_train_audios/nvyd.wav,0.6137463,84.42207095355337,0.3067167,0.1073811
290,290,praz,../drive/MyDrive/Explainability/Data/LPF_train_audios/praz.wav,0.5652846,81.8137264193993,0.31010953,0.10174174
291,291,lekv,../drive/MyDrive/Explainability/Data/LPF_train_audios/lekv.wav,0.5537,81.82470303149194,0.1900456,0.10371395
292,292,vxpx,../drive/MyDrive/Explainability/Data/LPF_train_audios/vxpx.wav,0.61716753,91.09636176254855,0.4567929,0.09346243
293,293,vtqk,../drive/MyDrive/Explainability/Data/LPF_train_audios/vtqk.wav,0.77870053,76.65062920794253,0.26134247,0.123576105
294,294,ansa,../drive/MyDrive/Explainability/Data/LPF_train_audios/ansa.wav,0.56852084,81.5835397794535,0.28164327,0.11286067
295,295,wswe,../drive/MyDrive/Explainability/Data/LPF_train_audios/wswe.wav,0.620023,79.8504933377321,0.34507173,0.106321886
296,296,rsoy,../drive/MyDrive/Explainability/Data/LPF_train_audios/rsoy.wav,0.6348875,73.89673566941279,0.25797442,0.09487893
297,297,vfuf,../drive/MyDrive/Explainability/Data/LPF_train_audios/vfuf.wav,0.7548165,91.54984423285116,0.18276162,0.08576929
298,298,zytb,../drive/MyDrive/Explainability/Data/LPF_train_audios/zytb.wav,0.6110926,83.85420433349842,0.28780866,0.107980676
299,299,vwhu,../drive/MyDrive/Explainability/Data/LPF_train_audios/vwhu.wav,0.62332,88.34173186811965,0.22851071,0.07061049
300,300,sdgf,../drive/MyDrive/Explainability/Data/LPF_train_audios/sdgf.wav,0.61437285,89.04214078046657,0.20906065,0.11856068
301,301,ywwh,../drive/MyDrive/Explainability/Data/LPF_train_audios/ywwh.wav,0.5392373,72.8054191845615,0.29409918,0.10823416
302,302,uyay,../drive/MyDrive/Explainability/Data/LPF_train_audios/uyay.wav,0.5877433,86.59362089005322,0.30973327,0.09935901
303,303,gtkk,../drive/MyDrive/Explainability/Data/LPF_train_audios/gtkk.wav,0.5891015,99.7934979159811,0.18900399,0.12498736
304,304,tmau,../drive/MyDrive/Explainability/Data/LPF_train_audios/tmau.wav,0.5959703,90.03276313999169,0.19453065,0.11348462
305,305,kgbm,../drive/MyDrive/Explainability/Data/LPF_train_audios/kgbm.wav,0.61576015,77.29762406798481,0.40030658,0.10899498
306,306,bymf,../drive/MyDrive/Explainability/Data/LPF_train_audios/bymf.wav,0.5522754,87.03731344031347,0.1592257,0.119376674
307,307,wrqx,../drive/MyDrive/Explainability/Data/LPF_train_audios/wrqx.wav,0.6402931,83.44745291660166,0.26783702,0.08640811
308,308,jozu,../drive/MyDrive/Explainability/Data/LPF_train_audios/jozu.wav,0.63395363,95.92626797456894,0.20410664,0.08814912
309,309,zdya,../drive/MyDrive/Explainability/Data/LPF_train_audios/zdya.wav,0.6235868,69.75682727678783,0.20244345,0.08829656
310,310,jjcj,../drive/MyDrive/Explainability/Data/LPF_train_audios/jjcj.wav,0.66839546,101.6870156789191,0.24508311,0.14396535
311,311,qryx,../drive/MyDrive/Explainability/Data/LPF_train_audios/qryx.wav,0.5538206,80.55344576250768,0.26329187,0.1379242
312,312,zgza,../drive/MyDrive/Explainability/Data/LPF_train_audios/zgza.wav,0.57337296,82.75847818451868,0.34164476,0.10220477
313,313,qshw,../drive/MyDrive/Explainability/Data/LPF_train_audios/qshw.wav,0.59659976,83.38394577118122,0.30758908,0.088764414
314,314,rdle,../drive/MyDrive/Explainability/Data/LPF_train_audios/rdle.wav,0.580072,72.14027149887654,0.23027359,0.09050766
315,315,brrd,../drive/MyDrive/Explainability/Data/LPF_train_audios/brrd.wav,0.5692922,87.7301857883087,0.15808216,0.10783762
316,316,jnpu,../drive/MyDrive/Explainability/Data/LPF_train_audios/jnpu.wav,0.6164301,89.14939959838233,0.23914692,0.12151028
317,317,juco,../drive/MyDrive/Explainability/Data/LPF_train_audios/juco.wav,0.56116486,79.49196801337669,0.19358,0.098192275
318,318,pqzp,../drive/MyDrive/Explainability/Data/LPF_train_audios/pqzp.wav,0.55315506,98.54288003605478,0.29007247,0.10345205
319,319,giat,../drive/MyDrive/Explainability/Data/LPF_train_audios/giat.wav,0.6067209,80.30484411917053,0.19073325,0.11736588
320,320,jgst,../drive/MyDrive/Explainability/Data/LPF_train_audios/jgst.wav,0.5885501,89.84972438084576,0.17777579,0.08335491
321,321,gzxn,../drive/MyDrive/Explainability/Data/LPF_train_audios/gzxn.wav,1.1001767,106.59105603510973,0.23202635,0.13744724
322,322,apps,../drive/MyDrive/Explainability/Data/LPF_train_audios/apps.wav,1.0513135,105.88511317574707,0.2310211,0.1255335
323,323,cqff,../drive/MyDrive/Explainability/Data/LPF_train_audios/cqff.wav,1.0563375,100.63308502721311,0.22249456,0.12148856
324,324,ovmj,../drive/MyDrive/Explainability/Data/LPF_train_audios/ovmj.wav,0.6560943,92.85765477161674,0.22511621,0.10453233
325,325,vons,../drive/MyDrive/Explainability/Data/LPF_train_audios/vons.wav,0.57478046,88.5301385246393,0.18682386,0.09983123
326,326,lhcy,../drive/MyDrive/Explainability/Data/LPF_train_audios/lhcy.wav,0.546131,83.39236088737368,0.29147002,0.07137563
327,327,xtck,../drive/MyDrive/Explainability/Data/LPF_train_audios/xtck.wav,0.5645544,81.45786481785579,0.2558768,0.09067315
328,328,zgcl,../drive/MyDrive/Explainability/Data/LPF_train_audios/zgcl.wav,0.58690655,75.38570839303821,0.2543805,0.10330891
329,329,utai,../drive/MyDrive/Explainability/Data/LPF_train_audios/utai.wav,0.50970215,99.35551190514312,0.26433918,0.10675431
330,330,imzs,../drive/MyDrive/Explainability/Data/LPF_train_audios/imzs.wav,0.5537524,71.9249067426859,0.3460414,0.10784044
331,331,nuve,../drive/MyDrive/Explainability/Data/LPF_train_audios/nuve.wav,0.5485533,78.38457805778803,0.32302415,0.095923044
332,332,ahyz,../drive/MyDrive/Explainability/Data/LPF_train_audios/ahyz.wav,0.67802304,93.4418072892048,0.2556213,0.10178555
333,333,fqin,../drive/MyDrive/Explainability/Data/LPF_train_audios/fqin.wav,0.5587196,86.1188764511478,0.1834074,0.0896226
334,334,lweq,../drive/MyDrive/Explainability/Data/LPF_train_audios/lweq.wav,0.63493145,89.63377275842221,0.3771126,0.0944995
335,335,wctw,../drive/MyDrive/Explainability/Data/LPF_train_audios/wctw.wav,0.6306286,90.4395123172698,0.20884839,0.109261155
336,336,xygd,../drive/MyDrive/Explainability/Data/LPF_train_audios/xygd.wav,0.64060503,100.02954679898562,0.28299737,0.12150061
337,337,fxwr,../drive/MyDrive/Explainability/Data/LPF_train_audios/fxwr.wav,0.7457864,86.60173204512459,0.20658436,0.11773022
338,338,nubm,../drive/MyDrive/Explainability/Data/LPF_train_audios/nubm.wav,0.55011,79.09373639775202,0.23051429,0.11950641
339,339,pgam,../drive/MyDrive/Explainability/Data/LPF_train_audios/pgam.wav,0.59239995,80.89988695999497,0.23087107,0.083906434
340,340,immd,../drive/MyDrive/Explainability/Data/LPF_train_audios/immd.wav,0.66045624,98.44023173314528,0.1275612,0.074867286
341,341,ozzx,../drive/MyDrive/Explainability/Data/LPF_train_audios/ozzx.wav,0.8335183,93.18834562297175,0.2364296,0.14042538
342,342,cuvv,../drive/MyDrive/Explainability/Data/LPF_train_audios/cuvv.wav,0.7314995,95.14364650279062,0.28889155,0.13969536
343,343,zaok,../drive/MyDrive/Explainability/Data/LPF_train_audios/zaok.wav,0.76068085,97.1568982009205,0.3158293,0.15056403
344,344,ymvj,../drive/MyDrive/Explainability/Data/LPF_train_audios/ymvj.wav,0.9486683,97.3772735070301,0.18179436,0.14395005
345,345,pxfa,../drive/MyDrive/Explainability/Data/LPF_train_audios/pxfa.wav,0.773491,94.37638016722182,0.20327632,0.15271476
346,346,tuwq,../drive/MyDrive/Explainability/Data/LPF_train_audios/tuwq.wav,0.7411203,92.47018756856626,0.22303021,0.1421053
347,347,fnwb,../drive/MyDrive/Explainability/Data/LPF_train_audios/fnwb.wav,0.79917437,96.24478754349357,0.25461942,0.15458193
348,348,uwys,../drive/MyDrive/Explainability/Data/LPF_train_audios/uwys.wav,0.90399027,96.77305519206308,0.18307608,0.13583224
349,349,myzj,../drive/MyDrive/Explainability/Data/LPF_train_audios/myzj.wav,0.81733733,95.30310767790098,0.22606242,0.1378687
350,350,pytr,../drive/MyDrive/Explainability/Data/LPF_train_audios/pytr.wav,0.88239616,94.95068088913264,0.31137258,0.1348317
351,351,soae,../drive/MyDrive/Explainability/Data/LPF_train_audios/soae.wav,0.77044284,90.29684025355535,0.23320723,0.13054298
352,352,vbkc,../drive/MyDrive/Explainability/Data/LPF_train_audios/vbkc.wav,0.82378757,95.64040110599592,0.19099168,0.1185464
353,353,pkqt,../drive/MyDrive/Explainability/Data/LPF_train_audios/pkqt.wav,0.64864105,95.33424676407083,0.2499886,0.11708346
354,354,pyvy,../drive/MyDrive/Explainability/Data/LPF_train_audios/pyvy.wav,0.8245796,96.09882905477417,0.17224815,0.13744803
355,355,phfq,../drive/MyDrive/Explainability/Data/LPF_train_audios/phfq.wav,0.87572867,95.04228930667813,0.22522993,0.13937676
356,356,hzlb,../drive/MyDrive/Explainability/Data/LPF_train_audios/hzlb.wav,0.8559911,97.3684795556779,0.24806401,0.12099435
357,357,riyp,../drive/MyDrive/Explainability/Data/LPF_train_audios/riyp.wav,0.7568145,98.26570116607792,0.22948174,0.12612358
358,358,fbzr,../drive/MyDrive/Explainability/Data/LPF_train_audios/fbzr.wav,0.92938304,98.26386345059719,0.14894892,0.10873214
359,359,ocbn,../drive/MyDrive/Explainability/Data/LPF_train_audios/ocbn.wav,0.8672048,96.38453617380637,0.2377669,0.11554834
360,360,uxnh,../drive/MyDrive/Explainability/Data/LPF_train_audios/uxnh.wav,0.8120749,108.96574414203047,0.2498444,0.13551034
361,361,ntvp,../drive/MyDrive/Explainability/Data/LPF_train_audios/ntvp.wav,0.7205362,95.7499881501032,0.33817205,0.122922204
362,362,gvwj,../drive/MyDrive/Explainability/Data/LPF_train_audios/gvwj.wav,0.73375124,96.58455291075988,0.20479187,0.1524984
363,363,wtwd,../drive/MyDrive/Explainability/Data/LPF_train_audios/wtwd.wav,0.7306286,94.78562255403929,0.34624857,0.14805458
364,364,bimk,../drive/MyDrive/Explainability/Data/LPF_train_audios/bimk.wav,0.81247205,95.387494011052,0.20433205,0.13379721
365,365,wiid,../drive/MyDrive/Explainability/Data/LPF_train_audios/wiid.wav,0.7162669,99.03872869442934,0.20825945,0.13309327
366,366,mgcf,../drive/MyDrive/Explainability/Data/LPF_train_audios/mgcf.wav,0.5639287,89.42934639032471,0.4076102,0.14029567
367,367,wmqi,../drive/MyDrive/Explainability/Data/LPF_train_audios/wmqi.wav,0.734199,98.64416213873594,0.22642331,0.15451127
368,368,kfdz,../drive/MyDrive/Explainability/Data/LPF_train_audios/kfdz.wav,0.60030884,96.85222562218884,0.27280766,0.16789895
369,369,uscj,../drive/MyDrive/Explainability/Data/LPF_train_audios/uscj.wav,0.6284536,95.2218435234772,0.37240094,0.15670222
370,370,kcyh,../drive/MyDrive/Explainability/Data/LPF_train_audios/kcyh.wav,0.7647803,91.04963757542589,0.2890636,0.13513239
371,371,klgz,../drive/MyDrive/Explainability/Data/LPF_train_audios/klgz.wav,0.72404987,90.792562791607,0.34479383,0.14738587
372,372,hqnn,../drive/MyDrive/Explainability/Data/LPF_train_audios/hqnn.wav,0.6670758,95.9552600990721,0.15214854,0.12944883
373,373,gkxn,../drive/MyDrive/Explainability/Data/LPF_train_audios/gkxn.wav,0.7043235,96.9161722939842,0.3811556,0.16464446
374,374,zmze,../drive/MyDrive/Explainability/Data/LPF_train_audios/zmze.wav,0.5915473,96.11196769136916,0.39105007,0.14385754
375,375,hqic,../drive/MyDrive/Explainability/Data/LPF_train_audios/hqic.wav,0.7429568,96.06855801537476,0.20149255,0.13555166
376,376,tnxm,../drive/MyDrive/Explainability/Data/LPF_train_audios/tnxm.wav,0.73251235,95.61376038076159,0.2254619,0.12605338
377,377,pwjk,../drive/MyDrive/Explainability/Data/LPF_train_audios/pwjk.wav,0.6649314,97.14994603875355,0.24807887,0.15214089
378,378,llkz,../drive/MyDrive/Explainability/Data/LPF_train_audios/llkz.wav,0.8334926,95.68455195906047,0.21390785,0.15780449
379,379,sisb,../drive/MyDrive/Explainability/Data/LPF_train_audios/sisb.wav,0.65919566,98.46674923006354,0.37388256,0.12865865
380,380,sypp,../drive/MyDrive/Explainability/Data/LPF_train_audios/sypp.wav,0.8225329,96.05137346460025,0.36416644,0.14078948
381,381,wptj,../drive/MyDrive/Explainability/Data/LPF_train_audios/wptj.wav,0.7028911,98.14335248989421,0.3118029,0.14447986
382,382,zyps,../drive/MyDrive/Explainability/Data/LPF_train_audios/zyps.wav,0.71091616,89.18442361036301,0.300509,0.1294102
383,383,bove,../drive/MyDrive/Explainability/Data/LPF_train_audios/bove.wav,0.6707365,101.42003587636488,0.16015862,0.1302313
384,384,nlmh,../drive/MyDrive/Explainability/Data/LPF_train_audios/nlmh.wav,0.8153632,92.6657772088597,0.17870033,0.12150782
385,385,noom,../drive/MyDrive/Explainability/Data/LPF_train_audios/noom.wav,0.76819676,98.38209203105617,0.18278828,0.13919142
386,386,vvmi,../drive/MyDrive/Explainability/Data/LPF_train_audios/vvmi.wav,0.7029548,96.75466797300744,0.17933966,0.13293633
387,387,ldug,../drive/MyDrive/Explainability/Data/LPF_train_audios/ldug.wav,0.7065482,95.42576548835171,0.19277352,0.1272966
388,388,jfom,../drive/MyDrive/Explainability/Data/LPF_train_audios/jfom.wav,0.57445496,96.92798989963661,0.14498954,0.1441343
389,389,ipfe,../drive/MyDrive/Explainability/Data/LPF_train_audios/ipfe.wav,0.57130426,85.30614656891998,0.2718057,0.12508444
390,390,nefi,../drive/MyDrive/Explainability/Data/LPF_train_audios/nefi.wav,0.8787841,97.77982192123798,0.23520613,0.12665156
391,391,stap,../drive/MyDrive/Explainability/Data/LPF_train_audios/stap.wav,0.80687815,95.35056919181011,0.30176705,0.12803999
392,392,tfkc,../drive/MyDrive/Explainability/Data/LPF_train_audios/tfkc.wav,0.85643125,97.16203553815913,0.23496215,0.1196241
393,393,qhjd,../drive/MyDrive/Explainability/Data/LPF_train_audios/qhjd.wav,0.6813432,94.3665806654318,0.2062242,0.14374012
394,394,udzh,../drive/MyDrive/Explainability/Data/LPF_train_audios/udzh.wav,0.7103992,99.02411059806002,0.31878608,0.12145154
395,395,zjbs,../drive/MyDrive/Explainability/Data/LPF_train_audios/zjbs.wav,0.72252285,96.82521995254527,0.26348102,0.14406154
396,396,vanx,../drive/MyDrive/Explainability/Data/LPF_train_audios/vanx.wav,0.67919815,94.48351612831922,0.25407976,0.13367274
397,397,ubwj,../drive/MyDrive/Explainability/Data/LPF_train_audios/ubwj.wav,0.81329703,98.60620376464256,0.33666855,0.16060726
398,398,quet,../drive/MyDrive/Explainability/Data/LPF_train_audios/quet.wav,0.7815928,99.16897017466921,0.20159239,0.142905
399,399,ompz,../drive/MyDrive/Explainability/Data/LPF_train_audios/ompz.wav,0.8544688,98.38540159445648,0.1733486,0.11413184
400,400,jana,../drive/MyDrive/Explainability/Data/LPF_train_audios/jana.wav,0.80547994,95.05387088538333,0.1949983,0.13600412
401,401,sbim,../drive/MyDrive/Explainability/Data/LPF_train_audios/sbim.wav,0.56522256,94.50545081534628,0.22488698,0.14207228
402,402,ljyz,../drive/MyDrive/Explainability/Data/LPF_train_audios/ljyz.wav,0.7667428,94.46344143196357,0.27249786,0.16905668
403,403,lnly,../drive/MyDrive/Explainability/Data/LPF_train_audios/lnly.wav,0.75269103,95.00100626108149,0.26634273,0.15263507
404,404,ybju,../drive/MyDrive/Explainability/Data/LPF_train_audios/ybju.wav,0.77846974,96.81026171700422,0.23683675,0.116951294
